,Property Address,Property Name,PropertyType,Star Rating,Energy Star,LEED Certified,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,Market Name,Submarket Name,Leasing Company Name,Leasing Company Contact,Submarket Cluster,City,State,Zip,County Name,Sale Company Name,Sale Company Contact,For Sale Price,For Sale Status,Last Sale Date,Last Sale Price,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Tenancy,FEMA Map Date,FEMA Map Identifier,FIRM ID,FIRM Panel Number,In SFHA,Floodplain Area,Latitude,Longitude,Company Name,Regional or National,marker-color
221,4525 Reagan Dr,,Industrial,2.0,,,B,Existing,33649.0,,$8.76 - 10.70 (Est.),Warehouse,Charlotte,Sugar Creek,,,North,Charlotte,NC,28206,Mecklenburg,,,,N,,,100.0,1971.0,,16824.0,,,02/19/2014,3710456500K,37119C,4565K,No,100-year and 500-year Floodplain,35.2751274,-80.8063126,Southeastern Freight Lines,Regional,purple
222,3951 Williams Rd,,Industrial,1.0,,,C,Existing,7000.0,,$6.36 - 7.77 (Est.),Warehouse,Columbus ,Greater Columbus,,,Greater Columbus,Columbus,GA,31909,Muscogee,,,,N,,,100.0,1990.0,,7000.0,,,07/03/2012,13145C0280C,135158,0280C,No,100-year and 500-year Floodplain,32.5628606,-84.9413645,Southeastern Freight Lines,Regional,purple
223,5 Windsor Park Dr,,Industrial,1.0,,,C,Existing,6000.0,,$9.16 - 11.19 (Est.),Distribution,Atlanta,Duluth/Suwanee/Buford,,,Northeast Atlanta,Suwanee,GA,30024,Gwinnett,,,,N,,,100.0,1989.0,,6000.0,,Single,09/29/2006,13135C0043F,13135C,0043F,No,100-year and 500-year Floodplain,34.03806,-84.08331,Southeastern Freight Lines,Regional,purple
224,255 S Navigation Blvd,,Industrial,3.0,,,C,Existing,76220.0,22674.0,$7.50 - 10.00,Truck Terminal,Corpus Christi,West Side,Stonewater Properties Inc,Cherylyn Boyd,West Side,Corpus Christi,TX,78405-3614,Nueces,,,,N,2015-07-27 00:00:00,,70.25,1981.0,,76220.0,2.62,Multi,,,,,No,,27.78263,-97.45463,Central Freight Lines,Regional,orange
225,16 SE 8th Ave,,Industrial,1.0,,,C,Existing,3905.0,,$12.28 - 15.01 (Est.),Truck Terminal,,,Transportation Property Company,Steve Shields,,Ontario,OR,97914-3656,Malheur,,,,N,,,100.0,1945.0,,3905.0,4.61,Multi,,,,,No,,44.0193519,-116.9641423,Central Freight Lines,Regional,orange
226,2205 S 43rd Ave,,Industrial,2.0,,,C,Existing,32045.0,,$9.03 - 11.03 (Est.),Truck Terminal,Phoenix,SW S of Buckeye Road,"Commercial Properties, Inc.",Jeff Hays,Southwest,Phoenix,AZ,85009-6036,Maricopa,,,,N,2018-07-01 00:00:00,10007619.0,100.0,1975.0,,32045.0,0.71,Single,10/16/2013,04013C2195L,04013C,2195L,No,500-year Floodplain,33.4291935,-112.1506545,Central Freight Lines,Regional,orange
227,14307 W 99th St,Alliant Food Service,Industrial,2.0,,,C,Existing,8360.0,,$8.40 - 10.26 (Est.),Truck Terminal,Kansas City,Lenexa,,,North Johnson County,Lenexa,KS,66215-1101,Johnson,,,,N,2022-06-28 00:00:00,912887.0,100.0,1978.0,,8360.0,11.96,Single,08/03/2009,20091C0050G,20091C,0050G,No,100-year and 500-year Floodplain,38.94866,-94.7533785,Central Freight Lines,Regional,orange
228,13704 NE Airport Way,A,Industrial,3.0,,,B,Existing,39600.0,,$9.21 - 11.25 (Est.),Truck Terminal,Portland,East Columbia Corridor,,,Northeast,Portland,OR,97230,Multnomah,,,,N,2006-02-08 00:00:00,8360000.0,100.0,1991.0,,39600.0,3.92,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,45.560814,-122.522611,Central Freight Lines,Regional,orange
229,8214 Ash Ave,,Retail,2.0,,,C,Existing,43920.0,,$12.09 - 14.78 (Est.),Truck Stop,Lubbock,Outlying Lubbock County,,,Outlying Lubbock County,Lubbock,TX,79404,Lubbock,,,,N,2022-03-01 00:00:00,,100.0,1985.0,,43920.0,0.98,Single,02/03/2017,48303C0315G,48303C,0315G,Yes,100-year Floodplain,33.5178638,-101.8365339,Central Freight Lines,Regional,orange
230,8214 Ash Ave,,Industrial,3.0,,,C,Existing,71647.0,,$8.51 - 8.80 (Est.),Truck Terminal,Lubbock,Outlying Lubbock County,,,Outlying Lubbock County,Lubbock,TX,79404,Lubbock,,,,N,,,100.0,1987.0,,71647.0,0.84,Multi,02/03/2017,48303C0315G,48303C,0315G,Yes,100-year Floodplain,33.517748,-101.836535,Central Freight Lines,Regional,orange
231,4575 S Chestnut Ave,,Industrial,2.0,,,C,Existing,5790.0,,$6.59 - 8.05 (Est.),Truck Terminal,Fresno,S Fresno/Hwy 99 Corr,,,Fresno County,Fresno,CA,93725-9211,Fresno,,,,N,2022-03-03 00:00:00,3191500.0,100.0,1974.0,,5790.0,3.0,Single,02/18/2009,06019C2140H,06019C,2140H,No,100-year and 500-year Floodplain,36.6678096,-119.739949,Central Freight Lines,Regional,orange
232,820 County Road 229,,Industrial,2.0,,,C,Existing,8569.0,,$8.04 - 9.83 (Est.),Truck Terminal,Houston,South Hwy 35,,,Southern Corridor,Freeport,TX,77541-4878,Brazoria,,,,N,,,100.0,1985.0,,8569.0,,Single,12/30/2020,48039C0805K,48039C,0805K,Yes,100-year Floodplain,28.9589961,-95.3492236,Central Freight Lines,Regional,orange
233,2100 N Dragoon St,,Industrial,1.0,,,B,Existing,5600.0,,$9.17 - 11.21 (Est.),Distribution,Tucson,NW Tucson/Oro Valley,,,North,Tucson,AZ,85745,Pima,,,,N,2022-07-08 00:00:00,850000.0,100.0,1985.0,,5600.0,0.89,Single,06/16/2011,04019C2276L,04019C,2276L,No,100-year and 500-year Floodplain,32.247107,-110.99883,Central Freight Lines,Regional,orange
234,332 Drake St,,Industrial,2.0,,,C,Existing,11011.0,,$8.85 - 10.82 (Est.),Truck Terminal,Jacksonville,Riverside,,,Riverside,Jacksonville,FL,32254,Duval,,,,N,2019-08-20 00:00:00,900000.0,100.0,1972.0,,11011.0,1.82,Single,06/03/2013,12031C0334H,12031C,0334H,No,100-year and 500-year Floodplain,30.319658,-81.764997,Central Freight Lines,Regional,orange
235,5348 E. Houston St,,Industrial,3.0,,,C,Existing,180440.0,,$5.97 - 7.30 (Est.),Distribution,San Antonio,South,,,South,San Antonio,TX,78220-1931,Bexar,,,,N,2022-03-01 00:00:00,,100.0,1982.0,,180440.0,0.55,Multi,09/29/2010,48029C0420G,48029C,0420G,Yes,100-year Floodplain,29.4202074,-98.3857966,Central Freight Lines,Regional,orange
236,6000 Hall St,,Industrial,2.0,,,C,Existing,19477.0,,$7.18 - 8.77 (Est.),Truck Terminal,Saint Louis,St Louis City North,,,St Louis City,Saint Louis,MO,63147-2908,St. Louis City,,,,N,2022-07-06 00:00:00,,100.0,1913.0,,19477.0,,Single,05/24/2011,2903850054C,290385,0054C,No,100-year and 500-year Floodplain,38.6884946,-90.208474,Central Freight Lines,Regional,orange
237,6000 E I-40,Back Shop/Washbay,Industrial,2.0,,,C,Existing,9000.0,,$7.30 - 7.65 (Est.),Warehouse,Amarillo,Amarillo,Gaut Whittenburg Emerson; Commercial Real Estate,Ben Whittenburg,Texas North,Amarillo,TX,79118,Potter,,,,N,2015-01-26 00:00:00,,100.0,1986.0,,9000.0,,Single,06/04/2010,48375C0534C,48375C,0534C,No,100-year and 500-year Floodplain,35.1894191,-101.7681183,Central Freight Lines,Regional,orange
238,500 N Loop 336 E,,Industrial,2.0,,,C,Existing,18576.0,,$9.21 - 11.26 (Est.),Warehouse,Houston,The Woodlands/Conroe,,,North Corridor,Conroe,TX,77301-1435,Montgomery,,,,N,,,100.0,1976.0,,18576.0,1.83,Multi,01/01/1900,,,,No,100-year and 500-year Floodplain,30.3395407,-95.4458917,Central Freight Lines,Regional,orange
239,5200 E Loop 820 S,,Industrial,2.0,,,C,Existing,235794.0,,$0.21 - 0.26 (Est.),Truck Terminal,Dallas-Fort Worth,East Ft Worth,,,South Ft Worth,Fort Worth,TX,76119-6511,Tarrant,,,,N,2022-03-01 00:00:00,,100.0,1973.0,,235794.0,0.5,Single,09/25/2009,48439C0340K,48439C,0340K,Yes,100-year Floodplain,32.682474,-97.243909,Central Freight Lines,Regional,orange
240,1480 Oak St SE,,Industrial,2.0,,,C,Existing,7700.0,,$8.51 - 10.40 (Est.),Truck Terminal,Salem,Marion County,,,Marion County,Salem,OR,97301-6335,Marion,,,,N,,,100.0,1972.0,,7700.0,1.3,Multi,12/19/2006,41053C0300F,41047C,0300F,Yes,100-year Floodplain,44.930791,-123.02589,Central Freight Lines,Regional,orange
241,3006 State Highway 155,,Industrial,2.0,,,C,Existing,10548.0,10548.0,$8.19 - 10.01 (Est.),Truck Terminal,,Texas East Area,"Crown Enterprises, LLC",John Nix,Texas East,Palestine,TX,75803-8536,Anderson,"Crown Enterprises, LLC",John Nix,,Y,,,0.0,1976.0,,10548.0,17.44,Single,02/03/2010,48001C0415D,48001C,0415D,No,100-year and 500-year Floodplain,31.7969722,-95.6147009,Central Freight Lines,Regional,orange
242,1825 Westgate,,Industrial,2.0,,,C,Existing,4140.0,,$20.95 - 25.60 (Est.),Truck Terminal,,,"Crown Enterprises, LLC",,,Pendleton,OR,97801-1960,Umatilla,,,,N,2019-06-18 00:00:00,,100.0,1943.0,,4140.0,,Single,09/03/2010,41059C1016G,41059C,1016G,No,100-year and 500-year Floodplain,45.6700682,-118.8058611,Central Freight Lines,Regional,orange
243,1095 Aviation Dr,,Industrial,1.0,,,C,Existing,3100.0,,$11.15 - 13.62 (Est.),Truck Terminal,Lake Havasu,Prescott & Sedona,,,Arizona Area,Lake Havasu City,AZ,86404-2417,Mohave,,,,N,,,100.0,1980.0,,3100.0,,Single,11/18/2009,04015C5938G,04015C,5938G,No,100-year and 500-year Floodplain,34.5060005,-114.3573684,Central Freight Lines,Regional,orange
244,6310 Coffeeport Rd,,Industrial,2.0,,,C,Existing,12742.0,,$6.45 - 6.61 (Est.),Truck Terminal,Brownsville-Harlingen,Outlying Cameron County,,,Outlying Cameron County,Brownsville,TX,78521-5389,Cameron,,,,N,,,100.0,1974.0,,12742.0,,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,25.938599,-97.426374,Central Freight Lines,Regional,orange
245,698 S Date Ave,,Industrial,1.0,,,C,Existing,6122.0,,$9.09 - 11.11 (Est.),Truck Terminal,,,,,,Burns,OR,97720-2170,Harney,,,,N,,,100.0,1965.0,,6122.0,,Single,,,,,No,,43.5816851,-119.0498391,Central Freight Lines,Regional,orange
246,1100 Glen Rose Rd,,Industrial,1.0,,,B,Existing,3241.0,,$8.19 - 10.01 (Est.),Truck Terminal,,Central Texas Area,,,Texas Central,Stephenville,TX,76401-5323,Erath,,,,N,,,100.0,1974.0,,3241.0,,Single,11/16/2011,48143C0430D,48143C,0430D,No,100-year and 500-year Floodplain,32.2132019,-98.1900853,Central Freight Lines,Regional,orange
247,1307 Highway 290 W,,Industrial,2.0,,,C,Existing,16744.0,,$8.87 - 10.84 (Est.),Truck Terminal,,,,,,Brenham,TX,77833-5203,Washington,,,,N,2012-11-17 00:00:00,,100.0,,,16744.0,,Single,08/16/2011,48477C0295C,48477C,0295C,No,100-year and 500-year Floodplain,30.1478259,-96.4097419,Central Freight Lines,Regional,orange
248,2501 60th St,,Industrial,2.0,,,C,Existing,17100.0,,$7.23 - 8.84 (Est.),Distribution,Norfolk,Copeland,Wilson Trucking Corporation,Jack Kidd,Peninsula,Hampton,VA,23661,Hampton City,,,,N,,,100.0,1976.0,,17100.0,,Multi,05/16/2016,5155270024H,515527,0024H,No,100-year and 500-year Floodplain,37.0152852,-76.3981014,Wilson Trucking,Regional,yellow
249,1801 Blount Rd,Wilson Trucking,Industrial,2.0,,,C,Existing,15174.0,,$16.45 - 16.59 (Est.),Warehouse,Fort Lauderdale,Pompano Beach,,,Pompano Beach,Pompano Beach,FL,33069-5106,Broward,,,,N,2014-03-28 00:00:00,2325000.0,100.0,1985.0,,15174.0,3.0,Single,10/05/2017,12099C1175F,12011C,1175F,No,100-year and 500-year Floodplain,26.2526,-80.164399,Wilson Trucking,Regional,yellow
250,116 Brickyard Rd,,Industrial,2.0,,,C,Existing,16393.0,,$7.60 - 9.29 (Est.),Truck Terminal,Columbia,Lexington,,,Lexington,Lexington,SC,29072,Lexington,,,,N,2022-01-26 00:00:00,608600.0,100.0,,,16393.0,1.1,Single,07/05/2018,45063C0252J,45063C,0252J,No,100-year and 500-year Floodplain,33.9775147,-81.1987801,Wilson Trucking,Regional,yellow
251,76 Bruce Rd,,Industrial,3.0,,,B,Existing,16299.0,,$5.61 - 6.85 (Est.),Truck Terminal,Greenville,I-85 South/Donaldson,,,Greenville,Greenville,SC,29605,Greenville,,,,N,2021-09-20 00:00:00,,100.0,1978.0,,16299.0,3.07,Single,01/18/2019,45045C0392F,45045C,0392F,Yes,100-year Floodplain,34.7922173,-82.3973782,Wilson Trucking,Regional,yellow
252,78 Bruce Rd,,Industrial,2.0,,,C,Existing,14000.0,,$4.74 - 5.79 (Est.),Service,Greenville,I-85 South/Donaldson,"Huskey Construction Co., Inc.",Bill Huskey,Greenville,Greenville,SC,29605,Greenville,,,,N,2020-11-11 00:00:00,232211.0,100.0,,,14000.0,1.21,Single,01/18/2019,45045C0392F,45045C,0392F,Yes,100-year Floodplain,34.7927916,-82.3984816,Wilson Trucking,Regional,yellow
253,4765 Buford Hwy,,Industrial,2.0,,,C,Existing,18600.0,,$9.84 - 12.03 (Est.),Truck Terminal,Atlanta,Norcross,Cresa,Jim Bob Taylor,Northeast Atlanta,Peachtree Corners,GA,30071-2702,Gwinnett,,,,N,2018-02-09 00:00:00,1975000.0,100.0,1974.0,,18600.0,2.36,Single,03/04/2013,13135C0068G,13135C,0068G,No,100-year and 500-year Floodplain,33.9613752,-84.1854901,Wilson Trucking,Regional,yellow
254,811 Chimney Rock Ct,,Industrial,3.0,,,C,Existing,47773.0,,$7.06 - 8.63 (Est.),Truck Terminal,Greensboro,Airport/W Guilford County,Burr & Temkin,Eric McFarlin,Guilford County,Greensboro,NC,27409,Guilford,,,,N,,,100.0,1979.0,,47773.0,0.41,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,36.060815,-79.9221,Wilson Trucking,Regional,yellow
255,210 Cole Ave,,Industrial,2.0,,,C,Existing,8640.0,,$13.42 - 16.41 (Est.),Truck Terminal,Nashville,IBD,Wilson Trucking Corporation,,IBD,Nashville,TN,37210,Davidson,,,,N,2009-12-28 00:00:00,700000.0,100.0,1970.0,,8640.0,1.74,Single,04/05/2017,47037C0263H,47037C,0263H,No,100-year and 500-year Floodplain,36.136222,-86.734132,Wilson Trucking,Regional,yellow
256,332 Drake St,,Industrial,2.0,,,C,Existing,11011.0,,$8.85 - 10.82 (Est.),Truck Terminal,Jacksonville,Riverside,,,Riverside,Jacksonville,FL,32254,Duval,,,,N,2019-08-20 00:00:00,900000.0,100.0,1972.0,,11011.0,1.82,Single,06/03/2013,12031C0334H,12031C,0334H,No,100-year and 500-year Floodplain,30.319658,-81.764997,Wilson Trucking,Regional,yellow
257,811 Dumaine Rd,Bay Lines Inc,Office,2.0,,,C,Existing,7192.0,,$11.92 - 14.57 (Est.),,Mobile,Midtown,,,Midtown,Mobile,AL,36610-4715,Mobile,,,,N,2023-03-16 00:00:00,1185000.0,100.0,1961.0,,7192.0,0.83,Single,06/05/2020,01097C0552L,01097C,0552L,No,100-year and 500-year Floodplain,30.7199079,-88.0732416,Wilson Trucking,Regional,yellow
258,6125 Duquesne Dr SW,,Industrial,2.0,,,C,Existing,22250.0,,$7.63 - 7.76 (Est.),Truck Terminal,Atlanta,Fulton District,,,I-20 W/Fulton District,Atlanta,GA,30336-2832,Fulton,,,,N,2015-06-03 00:00:00,2800000.0,100.0,1987.0,,22250.0,5.03,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,33.7152628,-84.5963774,Wilson Trucking,Regional,yellow
259,7250 Eastgate Blvd,,Industrial,3.0,,,B,Existing,53806.0,,$10.12 - 11.60 (Est.),Truck Terminal,Nashville,Wilson County,CBRE,Steve Preston,Wilson County,Mount Juliet,TN,37122,Wilson,,,,N,,,100.0,2001.0,,53806.0,0.56,Single,02/20/2008,47189C0166D,47189C,0166D,Yes,100-year Floodplain,36.184878,-86.422573,Wilson Trucking,Regional,yellow
260,1005 Enterprise Cir,,Industrial,3.0,,,B,Existing,41335.0,,$9.60 - 11.73 (Est.),Truck Terminal,Norfolk,Cavalier,,,Southside,Chesapeake,VA,23321,Chesapeake,,,,N,2018-07-31 00:00:00,5500000.0,100.0,2000.0,,39268.0,1.91,Single,12/16/2014,5100340022D,510034,0022D,No,100-year and 500-year Floodplain,36.7738526,-76.3710638,Wilson Trucking,Regional,yellow
261,272 Gateway Dr,,Industrial,2.0,,,C,Existing,10506.0,,$8.30 - 10.15 (Est.),Distribution,Chattanooga,Catoosa County,,,Catoosa County,Ringgold,GA,30736-7319,Catoosa,,,,N,2021-06-15 00:00:00,1300000.0,100.0,1994.0,,10506.0,7.04,,09/11/2009,13047C0042E,13047C,0042E,No,100-year and 500-year Floodplain,34.932409,-85.1508725,Wilson Trucking,Regional,yellow
262,6501 Harney Rd,Wilson Trucking,Industrial,2.0,,,C,Existing,32800.0,,$9.87 - 12.06 (Est.),Truck Terminal,Tampa,East Side,Colliers,Jan Boltres,East Hillsborough,Tampa,FL,33610-9595,Hillsborough,,,,N,2020-08-14 00:00:00,3300000.0,100.0,1975.0,,32800.0,1.22,Single,08/28/2008,12057C0219H,12057C,0219H,No,100-year and 500-year Floodplain,28.004,-82.379557,Wilson Trucking,Regional,yellow
263,708 Jedburg Rd,,Industrial,2.0,,,B,Existing,11479.0,,$10.70 - 13.08 (Est.),Warehouse,Charleston,Outlying Berkeley County,"Piedmont Properties of the Carolinas, Inc.",Lester Osborn,Outlying Berkeley County,Summerville,SC,29483-6900,Berkeley,,,,N,2021-12-17 00:00:00,3600000.0,100.0,1980.0,,11479.0,1.74,Single,12/07/2018,45015C0555E,45015C,0555E,No,100-year and 500-year Floodplain,33.076078,-80.2145532,Wilson Trucking,Regional,yellow
264,6926 Jefferson Davis Hwy,6926 Jefferson Davis Hwy,Land,2.0,,,,Existing,,,Not Disclosed,Commercial,Richmond,Iron Bridge Corridor,,,Southwest,Richmond,VA,23237,Chesterfield,,,,N,2022-01-28 00:00:00,4667500.0,,,,,,,12/18/2012,51041C0162D,51041C,0162D,No,100-year and 500-year Floodplain,37.4287115,-77.4419944,Wilson Trucking,Regional,yellow
265,3139 Joseph,,Industrial,2.0,,,B,Existing,13925.0,,$4.94 - 6.04 (Est.),Truck Terminal,Valdosta,Valdosta/Lake Park,,,Georgia South,Valdosta,GA,31601,Lowndes,,,,N,2022-01-26 00:00:00,2400000.0,100.0,1994.0,,13925.0,,Single,09/26/2008,13185C0215E,13185C,0215E,No,100-year and 500-year Floodplain,30.8096993,-83.3565161,Wilson Trucking,Regional,yellow
266,121 Ladd,,Office,3.0,,,B,Existing,11172.0,,$14.82 - 18.11 (Est.),Medical,Staunton-Waynesboro,Staunton & Harrisonburg,,,Virginia Area,Fishersville,VA,22939-2629,Augusta,,,,N,2024-05-01 00:00:00,1300000.0,100.0,1989.0,,11172.0,,Single,06/18/2010,51125C0025B,51015C,0025B,No,100-year and 500-year Floodplain,38.07892,-78.986102,Wilson Trucking,Regional,yellow
267,650 E Landstreet Rd,,Industrial,2.0,,,C,Existing,14000.0,,$12.23 - 14.94 (Est.),Manufacturing,Orlando,SE Orange County,,,SE Orange County,Orlando,FL,32824-7828,Orange,,,,N,2021-07-19 00:00:00,5610000.0,100.0,1974.0,,14000.0,2.0,Single,09/25/2009,12095C0440F,12095C,0440F,No,100-year and 500-year Floodplain,28.43535,-81.365167,Wilson Trucking,Regional,yellow
268,3811 Pembroke Rd,,Industrial,2.0,,,C,Existing,29897.0,,$14.83 - 18.13 (Est.),Truck Terminal,Fort Lauderdale,Southeast Broward,Transwestern Real Estate Services,Carlos Gaviria,Southeast Broward,Hollywood,FL,33021-8129,Broward,,,,N,2022-04-04 00:00:00,14350000.0,100.0,1971.0,,14949.0,2.11,Multi,08/18/2014,12011C0731H,12011C,0731H,Yes,100-year Floodplain,25.9961598,-80.1820609,Wilson Trucking,Regional,yellow
269,1712 Plantation Rd,,Industrial,2.0,,,C,Existing,33123.0,,$5.29 - 6.46 (Est.),Truck Terminal,Roanoke,Northeast Roanoke,,,Northeast Roanoke,Roanoke,VA,24012,Roanoke City,,,,N,2021-09-16 00:00:00,4125000.0,100.0,1959.0,,33123.0,,Single,09/28/2007,51161C0166G,51161C,0166G,No,100-year and 500-year Floodplain,37.287953,-79.929416,Wilson Trucking,Regional,yellow
270,18 Powell Ln,,Industrial,2.0,,,C,Existing,22054.0,,$7.48 - 9.14 (Est.),Distribution,Washington,Stafford County,Wilson Trucking Company,Bret Frank,Great Fredericksburg,Fredericksburg,VA,22406,Stafford,,,,N,2021-06-07 00:00:00,2163000.0,100.0,1978.0,,22054.0,,Single,09/19/2007,5100650010C,51179C,0010C,No,100-year and 500-year Floodplain,38.3496494,-77.5057917,Wilson Trucking,Regional,yellow
271,1413 Powhatan St,,Retail,2.0,,,C,Existing,1154.0,,$30.83 - 37.69 (Est.),Freestanding,Washington,Old Town Alexandria,,,Alexandria/I-395 Area,Alexandria,VA,22314,Alexandria,,,,N,2011-12-30 00:00:00,218000.0,100.0,1947.0,,1154.0,,Single,09/16/2016,24033C0210E,515519,0210E,No,100-year and 500-year Floodplain,38.8199501,-77.0479965,Wilson Trucking,Regional,yellow
272,1575 Production Dr,,Industrial,1.0,,,C,Existing,2400.0,,$6.23 - 7.61 (Est.),Service,Cincinnati,Airport,,,Northern Kentucky,Burlington,KY,41005-9332,Boone,,,,N,,,100.0,1987.0,,2400.0,,Single,06/04/2007,21015C0120C,21015C,0120C,No,100-year and 500-year Floodplain,39.023051,-84.684393,Wilson Trucking,Regional,yellow
273,3665 Raines Rd,,Industrial,2.0,,,B,Existing,21977.0,,$7.20 - 8.79 (Est.),Truck Terminal,Memphis,Southeast,,,Southeast,Memphis,TN,38118,Shelby,,,,N,2022-01-26 00:00:00,2276000.0,100.0,1979.0,1985.0,21977.0,9.1,Single,09/28/2007,47157C0440F,47157C,0440F,No,100-year and 500-year Floodplain,35.035706,-89.941369,Wilson Trucking,Regional,yellow
274,1504 Rock Barn Rd NE,,Industrial,3.0,,,C,Existing,15410.0,,$4.26 - 5.21 (Est.),Warehouse,Hickory,Catawba County,,,Catawba County,Conover,NC,28613-7566,Catawba,,,,N,2021-12-20 00:00:00,1093000.0,100.0,1992.0,,15410.0,2.72,,09/05/2007,3710375200J,37035C,3752J,No,100-year and 500-year Floodplain,35.7220719,-81.1831552,Wilson Trucking,Regional,yellow
275,2100 Royal Palm Ct,,Industrial,2.0,,,C,Existing,9046.0,,$7.95 - 9.71 (Est.),Distribution,Atlanta,Doraville,,,Northeast Atlanta,Norcross,GA,30071-4616,Gwinnett,,,,N,2020-01-09 00:00:00,4030000.0,100.0,1989.0,,9046.0,5.53,Single,08/15/2019,13089C0040L,13135C,0040L,Yes,100-year Floodplain,33.913119,-84.233426,Wilson Trucking,Regional,yellow
276,7125 Strawberry Plains Pike,,Industrial,2.0,,,C,Existing,11520.0,,$5.69 - 6.96 (Est.),Truck Terminal,Knoxville,South,,,South,Knoxville,TN,37914,Knox,,,,N,2020-04-13 00:00:00,1450000.0,100.0,1993.0,,11520.0,1.74,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,35.9998776,-83.7828277,Wilson Trucking,Regional,yellow
277,2601 Swineford Rd,Wilson Trucking,Industrial,3.0,,,C,Existing,40000.0,,$6.44 - 7.88 (Est.),Truck Terminal,Richmond,Jeff Davis Corridor,Wilson Trucking Corporation,Andy Camire,Southwest,Richmond,VA,23237-1511,Chesterfield,,,,N,,,100.0,1969.0,,40000.0,2.5,Single,01/01/1900,,,,No,100-year and 500-year Floodplain,37.431796,-77.43972,Wilson Trucking,Regional,yellow
278,3215 Us-70 Hwy,,Industrial,2.0,,,C,Existing,14310.0,,$10.86 - 13.27 (Est.),Truck Terminal,Durham,South Durham,,,Durham County,Durham,NC,27703,Durham,,,,N,2021-12-20 00:00:00,1780000.0,100.0,1969.0,,14310.0,2.38,Single,05/02/2006,3720075900J,37063C,0759J,No,100-year and 500-year Floodplain,35.933864,-78.810324,Wilson Trucking,Regional,yellow
279,422 Front Royal Pike,,Retail,3.0,,,C,Existing,9979.0,,$12.11 - 14.81 (Est.),Truck Stop,Winchester,Frederick County,,,Frederick County,Winchester,VA,22602-7315,Frederick,,,,N,2021-03-22 00:00:00,1925000.0,100.0,1971.0,,9979.0,1.0,Single,01/29/2021,51069C0218E,51069C,0218E,No,100-year and 500-year Floodplain,39.1529978,-78.1616307,Wilson Trucking,Regional,yellow
280,819 W Carpenter Ave,,Industrial,2.0,,,C,Existing,12150.0,12150.0,$10.68 - 13.05 (Est.),Truck Terminal,"Milwaukee, WI",Milwaukee Near SW,Burr & Temkin,Ben Wagner,Milwaukee County,Milwaukee,WI,53221,Milwaukee,,,,N,2020-12-30 00:00:00,,0.0,1965.0,,12150.0,0.0,Single,09/26/2008,55079C0158E,55079C,0158E,No,100-year and 500-year Floodplain,42.954939,-87.922757,Old Dominion Freight Line,National,black
281,975 Pacific Ave,,Industrial,1.0,,,C,Existing,1728.0,,$4.30 - 5.25 (Est.),Truck Terminal,,Minnesota Central Area,,,Minnesota,Benson,MN,56215,Swift,Burr & Temkin,David Lane,,Y,2013-02-14 00:00:00,,100.0,1995.0,,1728.0,,Single,02/16/2006,27151C0278C,27151C,0278C,No,100-year and 500-year Floodplain,45.3125767,-95.596474,Old Dominion Freight Line,National,black
